,account_number,name,item_code,category,quantity,unit price,net_price,date
816,995267,Cole-Eichmann,MJ-21460,Shoes,20,25.66,513.2,2014-03-24 03:39:51
817,98022,Heidenreich-Bosco,LL-46261,Shoes,13,19.69,255.97,2014-01-28 23:58:09
818,305803,"Davis, Kshlerin and Reilly",MJ-21460,Shoes,3,71.28,213.84,2014-08-07 10:01:03
819,524021,Hegmann and Sons,QN-82852,Belt,6,57.14,342.84,2014-08-24 06:07:33
820,659366,Waelchi-Fahey,MJ-21460,Shoes,3,97.92,293.76,2014-08-03 14:44:21
821,555594,"Ernser, Cruickshank and Lind",VG-32047,Shirt,9,60.94,548.46,2014-09-14 01:36:31
822,93356,Waters-Walker,LL-46261,Shoes,6,51.18,307.08,2014-07-31 17:50:40
823,659366,Waelchi-Fahey,FK-71853,Shirt,18,62.58,1126.44,2014-03-31 08:44:34
824,750461,"Volkman, Goyette and Lemke",FK-71853,Shirt,13,77.42,1006.46,2014-07-16 00:38:04
825,93356,Waters-Walker,LL-46261,Shoes,11,36.49,401.39,2013-12-26 18:47:55
826,305803,"Davis, Kshlerin and Reilly",KV-99194,Shirt,17,57.5,977.5,2014-02-25 14:46:40
827,296809,Carroll PLC,WJ-02096,Belt,17,76.08,1293.36,2013-11-14 23:35:37
828,659366,Waelchi-Fahey,FK-71853,Shirt,14,11.91,166.74,2014-03-09 23:23:06
829,850140,Kunze Inc,LW-86841,Shoes,17,82.86,1408.62,2014-10-02 16:34:54
830,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,16,51.93,830.88,2014-01-17 08:36:29
831,299771,"Kuphal, Zieme and Kub",LL-46261,Shoes,17,96.71,1644.07,2014-09-04 18:21:15
832,115138,Gorczany-Hahn,QN-82852,Belt,15,25.75,386.25,2013-11-30 12:14:42
833,850140,Kunze Inc,AS-93055,Shirt,6,38.77,232.62,2014-06-19 22:24:10
834,304860,Huel-Haag,LW-86841,Shoes,6,52.93,317.58,2013-12-03 02:57:43
835,711951,Kilback-Gerlach,MJ-21460,Shoes,17,97.99,1665.83,2014-01-15 22:54:28
836,659366,Waelchi-Fahey,QN-82852,Belt,10,36.72,367.2,2014-06-18 14:02:05
837,734922,Berge LLC,MJ-21460,Shoes,9,84.43,759.87,2014-06-23 09:12:45
838,750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,11,68.13,749.43,2014-05-09 09:32:44
839,299771,"Kuphal, Zieme and Kub",VG-32047,Shirt,6,92.62,555.72,2014-06-19 12:30:22
840,995267,Cole-Eichmann,KV-99194,Shirt,8,51.86,414.88,2013-11-23 02:03:48
841,750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,19,52.45,996.55,2014-08-08 03:00:19
842,304860,Huel-Haag,KV-99194,Shirt,19,32.23,612.37,2014-10-02 01:11:44
843,563905,"Kerluke, Reilly and Bechtelar",QN-82852,Belt,4,61.06,244.24,2014-05-09 03:27:55
844,711951,Kilback-Gerlach,AS-93055,Shirt,11,44.56,490.16,2014-02-23 05:35:58
845,115138,Gorczany-Hahn,WJ-02096,Belt,1,58.03,58.03,2013-12-11 14:01:46
846,758133,"Kihn, McClure and Denesik",QN-82852,Belt,11,39.89,438.79,2014-05-18 15:53:12
847,524021,Hegmann and Sons,MJ-21460,Shoes,18,51.46,926.28,2014-07-08 18:37:36
848,676847,Hamill-Hackett,AS-93055,Shirt,12,92.28,1107.36,2014-04-28 21:34:27
849,115138,Gorczany-Hahn,FK-71853,Shirt,20,32.53,650.6,2014-10-22 10:04:21
850,304860,Huel-Haag,VG-32047,Shirt,6,67.49,404.94,2014-09-17 12:35:31
851,296809,Carroll PLC,VG-32047,Shirt,11,14.92,164.12,2014-01-14 05:53:11
852,299771,"Kuphal, Zieme and Kub",MJ-21460,Shoes,3,16.5,49.5,2014-08-09 14:56:26
853,734922,Berge LLC,WJ-02096,Belt,20,25.09,501.8,2014-02-15 00:17:15
854,711951,Kilback-Gerlach,KV-99194,Shirt,20,72.86,1457.2,2013-12-27 03:41:18
855,304860,Huel-Haag,WJ-02096,Belt,4,60.95,243.8,2014-01-20 10:14:17
856,676847,Hamill-Hackett,QN-82852,Belt,12,47.05,564.6,2013-10-24 07:27:44
857,850140,Kunze Inc,VG-32047,Shirt,20,36.0,720.0,2013-11-19 04:49:59
858,555594,"Ernser, Cruickshank and Lind",LW-86841,Shoes,3,25.52,76.56,2013-12-15 23:23:29
859,98022,Heidenreich-Bosco,QN-82852,Belt,3,43.89,131.67,2014-02-06 22:02:39
860,98022,Heidenreich-Bosco,LL-46261,Shoes,6,55.68,334.08,2014-02-25 02:43:31
861,734922,Berge LLC,KV-99194,Shirt,13,21.76,282.88,2014-09-16 19:43:28
862,659366,Waelchi-Fahey,VG-32047,Shirt,14,85.44,1196.16,2014-06-04 14:34:07
863,711951,Kilback-Gerlach,AS-93055,Shirt,20,88.71,1774.2,2014-08-14 19:08:27
864,929400,"Senger, Upton and Breitenberg",LW-86841,Shoes,1,32.44,32.44,2014-06-21 04:34:22
865,758133,"Kihn, McClure and Denesik",FK-71853,Shirt,12,40.53,486.36,2014-03-06 03:01:26
866,711951,Kilback-Gerlach,LL-46261,Shoes,8,41.95,335.6,2014-05-18 00:50:58
867,98022,Heidenreich-Bosco,KV-99194,Shirt,3,41.04,123.12,2014-10-09 15:27:45
868,750461,"Volkman, Goyette and Lemke",AS-93055,Shirt,4,65.64,262.56,2014-02-15 17:07:56
869,734922,Berge LLC,FK-71853,Shirt,4,59.0,236.0,2014-08-15 07:13:09
870,296809,Carroll PLC,GS-86623,Shoes,19,20.01,380.19,2013-11-20 14:26:00
871,711951,Kilback-Gerlach,LL-46261,Shoes,18,37.06,667.08,2014-07-09 17:04:57
872,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,8,13.41,107.28,2013-12-21 04:32:13
873,115138,Gorczany-Hahn,AS-93055,Shirt,19,36.84,699.96,2014-09-13 06:33:24
874,659366,Waelchi-Fahey,KV-99194,Shirt,18,13.47,242.46,2014-03-25 04:34:58
875,299771,"Kuphal, Zieme and Kub",LW-86841,Shoes,11,87.09,957.99,2013-10-22 16:08:40
876,201259,Koelpin PLC,QN-82852,Belt,19,18.85,358.15,2014-07-02 12:21:25
877,850140,Kunze Inc,LW-86841,Shoes,7,56.99,398.93,2014-06-25 22:06:27
878,115138,Gorczany-Hahn,AS-93055,Shirt,20,31.99,639.8,2014-09-15 19:14:27
879,304860,Huel-Haag,GS-86623,Shoes,14,27.24,381.36,2014-03-14 04:16:47
880,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,11,51.07,561.77,2014-03-06 09:21:00
881,524021,Hegmann and Sons,GS-86623,Shoes,11,40.32,443.52,2014-02-07 07:39:54
882,758133,"Kihn, McClure and Denesik",WJ-02096,Belt,19,62.8,1193.2,2014-08-27 15:48:09
883,115138,Gorczany-Hahn,LW-86841,Shoes,5,33.56,167.8,2014-09-20 07:43:39
884,299771,"Kuphal, Zieme and Kub",FK-71853,Shirt,17,60.22,1023.74,2014-09-26 18:44:51
885,296809,Carroll PLC,GS-86623,Shoes,8,21.41,171.28,2014-09-11 18:45:17
886,296809,Carroll PLC,KV-99194,Shirt,13,43.03,559.39,2014-01-20 19:43:09
887,93356,Waters-Walker,LL-46261,Shoes,11,76.8,844.8,2014-02-23 18:36:40
888,850140,Kunze Inc,MJ-21460,Shoes,12,81.66,979.92,2014-09-04 03:23:22
889,995267,Cole-Eichmann,FK-71853,Shirt,16,63.2,1011.2,2014-06-22 09:34:54
890,711951,Kilback-Gerlach,LW-86841,Shoes,1,95.18,95.18,2013-11-16 10:27:30
891,201259,Koelpin PLC,VG-32047,Shirt,10,20.2,202.0,2014-10-02 18:38:33
892,305803,"Davis, Kshlerin and Reilly",LL-46261,Shoes,15,59.34,890.1,2013-12-04 02:43:20
893,296809,Carroll PLC,WJ-02096,Belt,16,91.77,1468.32,2014-02-23 18:10:13
894,734922,Berge LLC,MJ-21460,Shoes,4,87.65,350.6,2014-04-26 20:59:35
895,711951,Kilback-Gerlach,LL-46261,Shoes,13,34.4,447.2,2014-04-27 02:17:28
896,734922,Berge LLC,LL-46261,Shoes,18,44.89,808.02,2014-05-28 15:41:26
897,929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,15,75.0,1125.0,2014-09-25 18:00:19
898,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,8,19.05,152.4,2014-01-08 00:39:35
899,115138,Gorczany-Hahn,WJ-02096,Belt,5,13.31,66.55,2014-06-02 11:41:36
900,304860,Huel-Haag,KV-99194,Shirt,5,58.12,290.6,2014-08-02 12:08:32
901,676847,Hamill-Hackett,LL-46261,Shoes,19,58.95,1120.05,2014-03-12 06:27:02
902,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,16,51.28,820.48,2013-12-19 05:40:26
903,659366,Waelchi-Fahey,KV-99194,Shirt,2,35.44,70.88,2013-10-25 14:47:00
904,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,16,79.23,1267.68,2014-09-20 09:36:03
905,524021,Hegmann and Sons,LW-86841,Shoes,2,19.42,38.84,2014-08-23 03:19:29
906,93356,Waters-Walker,KV-99194,Shirt,9,70.81,637.29,2014-01-30 11:06:55
907,555594,"Ernser, Cruickshank and Lind",WJ-02096,Belt,10,27.65,276.5,2014-08-05 02:49:13
908,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,18,53.57,964.26,2013-11-09 07:53:05
909,98022,Heidenreich-Bosco,GS-86623,Shoes,19,87.08,1654.52,2014-09-20 22:36:07
910,304860,Huel-Haag,AS-93055,Shirt,3,88.25,264.75,2013-11-22 02:08:50
911,115138,Gorczany-Hahn,MJ-21460,Shoes,16,74.73,1195.68,2014-10-08 07:30:19
912,758133,"Kihn, McClure and Denesik",VG-32047,Shirt,15,39.14,587.1,2014-08-02 17:24:19
913,850140,Kunze Inc,LW-86841,Shoes,5,63.32,316.6,2014-02-13 19:42:05
914,305803,"Davis, Kshlerin and Reilly",LW-86841,Shoes,7,18.99,132.93,2014-04-17 16:31:36
915,93356,Waters-Walker,FK-71853,Shirt,6,48.34,290.04,2014-10-07 11:12:45
916,93356,Waters-Walker,MJ-21460,Shoes,1,76.61,76.61,2014-05-07 10:17:28
917,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,11,10.12,111.32,2014-03-29 05:53:03
918,995267,Cole-Eichmann,AS-93055,Shirt,20,96.14,1922.8,2014-08-02 19:08:15
919,304860,Huel-Haag,MJ-21460,Shoes,10,69.19,691.9,2014-01-07 14:36:19
920,563905,"Kerluke, Reilly and Bechtelar",VG-32047,Shirt,16,64.75,1036.0,2014-02-11 09:04:11
921,201259,Koelpin PLC,LW-86841,Shoes,1,62.87,62.87,2014-01-01 22:40:22
922,299771,"Kuphal, Zieme and Kub",QN-82852,Belt,13,13.05,169.65,2014-09-04 16:33:40
923,93356,Waters-Walker,KV-99194,Shirt,2,96.8,193.6,2014-07-13 09:44:29
924,98022,Heidenreich-Bosco,LL-46261,Shoes,6,23.04,138.24,2014-03-02 03:45:46
925,850140,Kunze Inc,KV-99194,Shirt,8,35.98,287.84,2014-05-20 14:38:17
926,115138,Gorczany-Hahn,AS-93055,Shirt,9,14.71,132.39,2014-03-01 13:31:22
927,995267,Cole-Eichmann,GS-86623,Shoes,2,43.85,87.7,2014-06-09 21:31:11
928,563905,"Kerluke, Reilly and Bechtelar",LW-86841,Shoes,9,52.42,471.78,2014-05-22 11:49:32
929,98022,Heidenreich-Bosco,QN-82852,Belt,15,20.07,301.05,2014-06-27 12:15:09
930,659366,Waelchi-Fahey,QN-82852,Belt,17,56.27,956.59,2014-02-09 14:52:49
931,98022,Heidenreich-Bosco,QN-82852,Belt,8,79.2,633.6,2014-06-07 18:59:21
932,555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,7,97.93,685.51,2014-04-05 00:29:44
933,524021,Hegmann and Sons,QN-82852,Belt,8,49.06,392.48,2014-05-03 20:50:41
934,750461,"Volkman, Goyette and Lemke",GS-86623,Shoes,5,62.46,312.3,2014-05-13 14:52:47
935,305803,"Davis, Kshlerin and Reilly",FK-71853,Shirt,20,11.96,239.2,2014-09-04 18:27:56
936,201259,Koelpin PLC,KV-99194,Shirt,12,91.33,1095.96,2014-03-01 09:46:48
937,115138,Gorczany-Hahn,WJ-02096,Belt,3,93.5,280.5,2014-08-25 21:36:41
938,98022,Heidenreich-Bosco,GS-86623,Shoes,19,26.88,510.72,2014-04-07 07:12:29
939,555594,"Ernser, Cruickshank and Lind",MJ-21460,Shoes,8,49.15,393.2,2014-10-12 21:49:47
940,98022,Heidenreich-Bosco,WJ-02096,Belt,7,52.04,364.28,2013-11-07 19:58:39
941,995267,Cole-Eichmann,KV-99194,Shirt,13,97.04,1261.52,2014-06-17 08:28:31
942,555594,"Ernser, Cruickshank and Lind",AS-93055,Shirt,6,29.88,179.28,2014-09-04 14:54:23
943,524021,Hegmann and Sons,KV-99194,Shirt,6,62.36,374.16,2014-01-07 03:14:00
944,524021,Hegmann and Sons,AS-93055,Shirt,15,88.44,1326.6,2014-10-15 01:54:05
945,711951,Kilback-Gerlach,KV-99194,Shirt,16,79.71,1275.36,2014-08-30 06:23:27
946,676847,Hamill-Hackett,LW-86841,Shoes,11,96.57,1062.27,2014-01-09 13:36:39
947,296809,Carroll PLC,VG-32047,Shirt,12,79.85,958.2,2014-01-16 11:38:27
948,93356,Waters-Walker,AS-93055,Shirt,2,47.74,95.48,2014-03-22 02:00:16
949,995267,Cole-Eichmann,KV-99194,Shirt,18,97.33,1751.94,2014-01-16 12:27:14
950,676847,Hamill-Hackett,FK-71853,Shirt,18,98.39,1771.02,2014-01-06 08:14:31
951,995267,Cole-Eichmann,LL-46261,Shoes,2,94.06,188.12,2013-12-16 21:29:38
952,929400,"Senger, Upton and Breitenberg",LL-46261,Shoes,11,19.17,210.87,2013-10-26 13:17:07
953,305803,"Davis, Kshlerin and Reilly",GS-86623,Shoes,18,20.74,373.32,2013-10-22 20:01:38
954,995267,Cole-Eichmann,AS-93055,Shirt,7,80.69,564.83,2014-01-10 21:42:10
955,93356,Waters-Walker,AS-93055,Shirt,15,84.23,1263.45,2014-07-18 04:09:08
956,524021,Hegmann and Sons,GS-86623,Shoes,9,39.14,352.26,2013-11-17 23:11:28
957,929400,"Senger, Upton and Breitenberg",VG-32047,Shirt,10,67.36,673.6,2013-11-02 03:09:24
958,734922,Berge LLC,VG-32047,Shirt,14,93.45,1308.3,2014-02-10 07:13:32
959,201259,Koelpin PLC,LL-46261,Shoes,8,62.68,501.44,2013-11-10 16:34:17
960,555594,"Ernser, Cruickshank and Lind",QN-82852,Belt,13,86.33,1122.29,2013-10-23 02:35:36
961,711951,Kilback-Gerlach,GS-86623,Shoes,1,25.23,25.23,2014-02-15 18:56:38
962,555594,"Ernser, Cruickshank and Lind",KV-99194,Shirt,14,93.56,1309.84,2014-10-21 14:14:21
963,296809,Carroll PLC,LW-86841,Shoes,19,22.36,424.84,2014-07-08 00:03:47
964,711951,Kilback-Gerlach,LW-86841,Shoes,13,72.82,946.66,2014-02-10 18:44:09
965,98022,Heidenreich-Bosco,AS-93055,Shirt,4,22.33,89.32,2014-05-22 10:55:51
966,929400,"Senger, Upton and Breitenberg",MJ-21460,Shoes,5,41.67,208.35,2013-12-04 08:24:01
967,296809,Carroll PLC,MJ-21460,Shoes,13,29.69,385.97,2014-03-25 09:03:04
968,758133,"Kihn, McClure and Denesik",GS-86623,Shoes,20,20.83,416.6,2014-09-07 19:59:58
969,524021,Hegmann and Sons,LW-86841,Shoes,12,96.49,1157.88,2014-08-24 02:46:41
970,758133,"Kihn, McClure and Denesik",WJ-02096,Belt,15,51.35,770.25,2014-05-13 12:39:44
971,563905,"Kerluke, Reilly and Bechtelar",GS-86623,Shoes,16,90.96,1455.36,2013-11-02 09:19:40
972,711951,Kilback-Gerlach,LW-86841,Shoes,12,22.81,273.72,2014-09-17 02:46:57
973,93356,Waters-Walker,AS-93055,Shirt,19,28.76,546.44,2013-12-19 19:43:07
974,98022,Heidenreich-Bosco,VG-32047,Shirt,2,35.71,71.42,2014-07-03 03:16:33
975,296809,Carroll PLC,LL-46261,Shoes,9,32.75,294.75,2014-02-08 10:48:21
976,758133,"Kihn, McClure and Denesik",LW-86841,Shoes,2,92.23,184.46,2014-02-18 03:57:38
977,524021,Hegmann and Sons,MJ-21460,Shoes,12,18.24,218.88,2014-05-01 16:46:03
978,305803,"Davis, Kshlerin and Reilly",AS-93055,Shirt,6,49.81,298.86,2013-11-01 16:31:25
979,304860,Huel-Haag,QN-82852,Belt,2,22.38,44.76,2014-01-23 23:47:01
980,929400,"Senger, Upton and Breitenberg",QN-82852,Belt,10,25.65,256.5,2013-12-20 14:10:18
981,299771,"Kuphal, Zieme and Kub",QN-82852,Belt,12,37.5,450.0,2013-12-30 04:04:50
982,115138,Gorczany-Hahn,VG-32047,Shirt,20,72.35,1447.0,2014-08-11 19:02:14
983,758133,"Kihn, McClure and Denesik",LL-46261,Shoes,2,48.21,96.42,2014-09-16 16:12:02
984,711951,Kilback-Gerlach,VG-32047,Shirt,1,91.96,91.96,2013-10-23 15:08:31
985,929400,"Senger, Upton and Breitenberg",GS-86623,Shoes,7,62.27,435.89,2013-12-30 01:55:14
986,93356,Waters-Walker,KV-99194,Shirt,20,99.74,1994.8,2014-04-18 15:39:12
987,98022,Heidenreich-Bosco,QN-82852,Belt,15,82.82,1242.3,2014-03-27 04:42:40
988,734922,Berge LLC,GS-86623,Shoes,8,85.04,680.32,2014-02-26 14:43:51
989,995267,Cole-Eichmann,LW-86841,Shoes,10,73.24,732.4,2014-06-07 10:04:53
990,93356,Waters-Walker,AS-93055,Shirt,9,68.62,617.58,2014-08-12 08:06:21
991,304860,Huel-Haag,QN-82852,Belt,1,57.33,57.33,2014-08-27 11:27:28
992,850140,Kunze Inc,KV-99194,Shirt,9,27.16,244.44,2014-02-08 06:22:34
993,659366,Waelchi-Fahey,LW-86841,Shoes,10,56.56,565.6,2014-10-01 11:38:04
994,296809,Carroll PLC,WJ-02096,Belt,20,14.37,287.4,2014-07-20 17:22:03
995,758133,"Kihn, McClure and Denesik",WJ-02096,Belt,11,60.5,665.5,2014-08-03 10:39:51
996,850140,Kunze Inc,GS-86623,Shoes,16,19.66,314.56,2014-05-03 21:18:15
997,93356,Waters-Walker,GS-86623,Shoes,13,90.95,1182.35,2014-06-14 12:43:51
998,304860,Huel-Haag,LL-46261,Shoes,9,98.22,883.98,2014-07-26 01:10:57
999,98022,Heidenreich-Bosco,LW-86841,Shoes,14,74.83,1047.62,2014-06-27 05:58:33
